link,tieu_de,dia_chi,loai_hinh,muc_gia_ty,gia_m2_trieu,dien_tich_m2,so_phong_ngu,so_phong_tam_ve_sinh,phap_ly,noi_that,so_tang,mat_tien_m,duong_vao_m,huong_nha,huong_ban_cong,ngay_dang,phuong,quan
https://batdongsan.com.vn/ban-can-ho-chung-cu-xa-duong-xa-prj-chung-cu-the-senique-hanoi/-quy-ngoai-giao-2pn-3pn-4pn-duplex-re-nhat-thi-truong-dong-tien-dan-30-70-pr43769312,"Rẻ nhất thị trường The Senique HaNoi: Quỹ căn VVIP nhất 2PN-3PN-4PN-Duplex , dòng tiền giãn 30/70","Dự án Chung cư The Senique Hanoi , Xã Dương Xá, Gia Lâm, Hà Nội",Căn hộ chung cư,7.0,63.69,109.9,3.0,2.0,Có,Đầy đủ,,,,Đông - Nam,,12/08/2025,Xã Dương Xá,Gia Lâm
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-truong-sa-xa-dong-hoi-prj-lumiere-prime-hills/-2n-2vs-toa-a1-co-loa-view-tay-giam-ngay-17-3-von-ban-dau-1-4-ty-lsuat-0-30-thang-pr43784283,"Căn 2N-2VS toà A1 Lumiere Cổ Loa view Hồ Tây .Giảm ngay 17,3%,vốn ban đầu 1,4 tỷ, lsuất 0% 30 tháng","Lumière Prime Hills, Trường Sa, Đông Hội, Đông Anh, Hà Nội",Căn hộ chung cư,5.99,105.64,56.7,2.0,2.0,Không,Đầy đủ,,,,Đông - Bắc,Tây - Nam,14/08/2025,Đông Hội,Đông Anh
https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-tay-mo-prj-the-sapphire-vinhomes-smart-city/toi-chinh-chu-ban-8-1pn-2-6ty-2pn-3-3ty-2pn-goc-3-9-ty-3pn-4-55ty-goc-vinmes-city-pr43208700,"Chính chủ bán 8 CH 2PN 3,6tỷ, 2PN + góc 4,2 tỷ, 3PN 75m2 4,95tỷ, 3PN 97m2 6.4tỷ Vinhomes Smart City","Dự án The Sapphire-Vinhomes Smart City, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội",Căn hộ chung cư,4.2,67.42,62.3,3.0,2.0,Có,Đầy đủ,,,,,Đông - Nam,11/08/2025,Phường Tây Mỗ,Nam Từ Liêm
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-lang-phuong-thinh-quang-prj-the-ninety-complex/ban-38m2-du-an-niinety-gia-3-6-ty-vi-tri-dac-dia-ngay-ngay-tai-nga-tu-so-dong-da-pr43783891,"BÁN CĂN 38M2 DỰ ÁN THE NIINETY COMPLEX GIÁ 3,6 TỶ VỊ TRÍ ĐẮC ĐỊA NGAY NGAY TẠI NGÃ TƯ SỞ ĐỐNG ĐA","The Ninety Complex, Láng, Thịnh Quang, Đống Đa, Hà Nội",Căn hộ chung cư,3.6,94.74,38.0,1.0,1.0,Không,Đầy đủ,,,,Bắc,Nam,14/08/2025,Thịnh Quang,Đống Đa
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-pham-van-dong-phuong-dong-ngac-prj-sunshine-city/ban-3-phong-ngu-toa-s4-105m2-co-2-ban-cong-dep-10-9-ty-view-san-golf-pr43778310,"Bán căn 3 phòng ngủ - Toà S4 Sunshine City, 104.3m2 có 2 ban công đẹp - 10,9 tỷ (view sân golf)","Dự án Sunshine City, Đường Phạm Văn Đồng, Phường Đông Ngạc, Bắc Từ Liêm, Hà Nội",Căn hộ chung cư,10.9,104.51,104.3,3.0,2.0,Có,Đầy đủ,,,,Tây - Bắc,Đông - Nam,13/08/2025,Phường Đông Ngạc,Bắc Từ Liêm
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-minh-khai-phuong-vinh-tuy-prj-times-city/cat-lo-300-800tr-chinh-chu-vinhomes-gui-danh-sach-ch-chuyen-nhuong-gia-re-nhat-pr38151266,Bán cắt lỗ 200-800tr/căn chính chủ - Vinhomes Times City gửi danh sách CH chuyển nhượng giá rẻ nhất,"Dự án Times City, Đường Minh Khai, Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội",Căn hộ chung cư,7.5,78.95,95.0,3.0,2.0,Có,Đầy đủ,,,,,Nam,06/08/2025,Phường Vĩnh Tuy,Hai Bà Trưng
https://batdongsan.com.vn/ban-can-ho-chung-cu-pho-lang-ha-phuong-thanh-cong-prj-the-nelson-private-residences/truc-tiep-cdt-29-quy-83-106m2-gia-tot-ck-cao-4-8-200tr-trong-tng-7-pr43447464,"Trực tiếp CĐT The Nelson 29 Láng Hạ. Quỹ căn 83m2 106m2 giá tốt CK cao 6,9% + 150tr trong tháng 8","The Nelson Private Residences, Số 9 ngõ 29, Phố Láng Hạ, Phường Thành Công, Ba Đình, Hà Nội",Căn hộ chung cư,13.9,131.13,106.0,3.0,2.0,Có,Đầy đủ,,,,,,08/08/2025,Phường Thành Công,Ba Đình
https://batdongsan.com.vn/ban-can-ho-chung-cu-xa-da-ton-prj-the-sapphire-2-vinhomes-ocean-park/-2n2wc-vinmes-tu-3-4x-ti-o-ngay-vay-18-thang-mien-lai-ky-truc-tiep-cdt-pr43596145,"CẬP NHẬT QUỸ CĂN ĐẸP NHẤT ZURICH, BEVERLY, LONDON, PARIS - ĐỦ TIỆN ÍCH NHẤT VINHOMES OCEAN PARK","Dự án The Sapphire 2 - Vinhomes Ocean Park, Xã Đa Tốn, Gia Lâm, Hà Nội",Căn hộ chung cư,3.6,57.14,63.0,2.0,2.0,Không,Đầy đủ,,,,,,06/08/2025,Xã Đa Tốn,Gia Lâm
https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-tay-mo-prj-the-sapphire-vinhomes-smart-city/chinh-chu-ban-t6-studio-1-7-ty-1pn-2-7ty-2pn-3-3ty-2pn-3-85ty-3pn-4-7ty-city-pr43432564,Chính chủ cần bán T7: Studio 1tỷ755; 1PN+ 2.84 tỷ; 2PN 3.365 tỷ; 2PN+ 4.2 tỷ; 3PN 4tỷ960 Smart City,"Dự án The Sapphire-Vinhomes Smart City, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội",Căn hộ chung cư,1.76,70.2,25.0,,,Không,Cơ bản,,,,,,09/08/2025,Phường Tây Mỗ,Nam Từ Liêm
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-truong-sa-xa-dong-hoi-prj-lumiere-prime-hills/quy-ngoai-giao-gia-98tr-m-ck-ngay-17-gtch-view-expo-sinh-loi-cao-pr43538441,Quỹ căn chung cư View Hồ (Studio - 1PN - 1PN+) tại tòa A1 Lumière Prime Hills. Chiết khấu ngay 18%,"Dự án Lumière Prime Hills, Đường Trường Sa, Xã Đông Hội, Đông Anh, Hà Nội",Căn hộ chung cư,4.21,98.0,43.0,2.0,2.0,Không,Cơ bản,,,,,,06/08/2025,Xã Đông Hội,Đông Anh
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-32-xa-di-trach-prj-chung-cu-the-wisteria/cap-nhat-quy-chuyen-nhuong-gia-tot-nhat-thi-truong-cam-ket-khong-chao-ban-ao-pr43747140,CẬP NHẬT QUỸ CĂN CHUYỂN NHƯỢNG WISTERIA - GIÁ TỐT NHẤT THỊ TRƯỜNG - CAM KẾT KHÔNG CHÀO BÁN ẢO.,"Chung cư The Wisteria, 32, Di Trạch, Hoài Đức, Hà Nội",Căn hộ chung cư,5.8,69.88,83.0,2.0,2.0,Không,Cơ bản,,,,Đông - Bắc,Tây - Nam,10/08/2025,Di Trạch,Hoài Đức
https://batdongsan.com.vn/ban-can-ho-chung-cu-pho-lang-ha-phuong-thanh-cong-prj-the-nelson-private-residences/truc-tiep-cdt-ban-29-gia-tu-12-ty-ck-cao-5-2-200tr-pr43693858,"Tháng 8 trực tiếp CĐT quỹ căn ngoại giao The Nelson Ba Đình giá từ 12 tỷ CK cao 6,9% + 150tr","The Nelson Private Residences, Số 9 ngõ 29, Phố Láng Hạ, Phường Thành Công, Ba Đình, Hà Nội",Căn hộ chung cư,13.9,131.13,106.0,3.0,2.0,Không,Không có,,,,,,12/08/2025,Phường Thành Công,Ba Đình
https://batdongsan.com.vn/ban-can-ho-chung-cu-thi-tran-trau-quy-prj-masteri-lakeside/-duy-nhat-2pn-1-view-vip-tang-trung-con-xot-lai-lh-nhan-full-ck-pr43606395,"Masterise Lakesde: Qũy căn 2N, 3N VIP đẹp view hồ, cam kết giá tốt nhất thị trường. LH 0862 200 ***","Dự án Masteri Lakeside, Thị trấn Trâu Quỳ, Gia Lâm, Hà Nội",Căn hộ chung cư,6.5,66.33,98.0,2.0,2.0,Có,Đầy đủ,,,,Đông - Nam,Tây - Bắc,09/08/2025,Thị trấn Trâu Quỳ,Gia Lâm
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-32-xa-di-trach-prj-chung-cu-the-wisteria/mua-hang-truc-tiep-tu-cdt-goc-4pn-dual-key-tro-vay-65-lai-suat-0-pr40873685,"Phòng KD trực tiếp từ CĐT độc quyền căn góc 4PN dual key chung cư Wisteria, hỗ trợ vay 65%, LS 0%","Dự án The Wisteria, Đường 32, Xã Di Trạch, Hoài Đức, Hà Nội",Căn hộ chung cư,7.72,53.0,145.7,4.0,4.0,Không,Cơ bản,,,,,Đông - Nam,03/08/2025,Xã Di Trạch,Hoài Đức
https://batdongsan.com.vn/ban-can-ho-chung-cu-xa-duong-xa-prj-vinhomes-ocean-park-gia-lam/quy-stu-1-3pn-vin-ocp-chinh-chu-view-dep-re-phap-ly-ro-rang-mien-phi-mg-ht-vay-80-pr43444607,"Quỹ căn stu, 1 - 3PN Vin OCP chính chủ view đẹp giá rẻ, pháp lý rõ ràng miễn phí MG, HT vay 80%","Dự án Vinhomes Ocean Park Gia Lâm, Xã Dương Xá, Gia Lâm, Hà Nội",Căn hộ chung cư,3.05,51.7,59.0,2.0,1.0,Có,Không có,,,,,,14/08/2025,Xã Dương Xá,Gia Lâm
https://batdongsan.com.vn/ban-can-ho-chung-cu-xa-duong-xa-prj-vinhomes-ocean-park-gia-lam/chinh-chu-ban-1n-51m2-loai-to-phan-khu-cao-cap-zenpark-huong-dong-nam-mat-thoang-pr43504311,Rẻ nhất thị trường - ra hàng căn 2N+1 diện tích to phân khu Zenpark.,"Dự án Vinhomes Ocean Park Gia Lâm, Xã Dương Xá, Gia Lâm, Hà Nội",Căn hộ chung cư,4.9,69.01,71.0,2.0,2.0,Có,Đầy đủ,,,,Đông - Nam,Đông - Bắc,13/08/2025,Xã Dương Xá,Gia Lâm
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-truong-sa-xa-dong-hoi-prj-lumiere-prime-hills/duy-nhat-03-gia-re-view-song-masterise-co-loa-chiet-khau-18-vay-70-ls-0-trong-3-nam-von-20-pr43689470,"Duy nhất 03 căn giá rẻ,view sông, Masterise Cổ Loa,chiết khấu 18%,vay 70% LS0% trong 3 năm, vốn 20%","Dự án Lumière Prime Hills, Đường Trường Sa, Xã Đông Hội, Đông Anh, Hà Nội",Căn hộ chung cư,6.2,100.0,62.0,2.0,2.0,Có,Đầy đủ,,,,,,03/08/2025,Xã Đông Hội,Đông Anh
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-32-xa-di-trach-prj-chung-cu-the-wisteria/ban-gap-goc-114m-3pn-gia-tot-nhat-thi-truong-pr43759714,"Bán gấp - căn góc. Tòa W3-11. Diện tích 114m2, 3PN - The Wisteria - Giá tốt nhất thị trường.","Dự án The Wisteria, Đường 32, Xã Di Trạch, Hoài Đức, Hà Nội",Căn hộ chung cư,7.5,65.79,114.0,3.0,2.0,Có,Cơ bản,,,,Đông - Nam,Tây - Bắc,11/08/2025,Xã Di Trạch,Hoài Đức
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-truong-sa-xa-dong-hoi-prj-lumiere-prime-hills/doc-quyen-quy-studio-1pn-1-2pn-3pn-nam-view-expo-gia-tot-mr-linh-pr43746922,"Độc quyền quỹ căn Studio,1PN+1, 2PN, 3PN Đông Nam, View Hồ, Expo, Gía tốt, Mr Linh 0973 636 ***","Dự án Lumière Prime Hills, Đường Trường Sa, Xã Đông Hội, Đông Anh, Hà Nội",Căn hộ chung cư,5.7,91.94,62.0,2.0,2.0,Không,Cơ bản,,,,Tây - Bắc,Đông - Nam,09/08/2025,Xã Đông Hội,Đông Anh
https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-tay-mo-prj-the-victoria-vinhomes-smart-city/quy-200-cao-cap-view-dep-nhat-phan-khu-gia-dau-tu-chi-tu-72tr-m2-co-tro-vay-pr43652356,"QUỸ 200 CĂN HỘ CAO CẤP VIEW ĐẸP NHẤT PHÂN KHU THE VICTORIA GIÁ ĐẦU TƯ CHỈ TỪ 72TR/m2,CÓ HỖ TRỢ VAY","The Victoria - Vinhomes Smart City, Tây Mỗ, Nam Từ Liêm, Hà Nội",Căn hộ chung cư,3.5,77.78,45.0,1.0,1.0,Không,Cơ bản,,,,Đông - Nam,Tây - Bắc,13/08/2025,Tây Mỗ,Nam Từ Liêm
https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-tay-mo-prj-imperia-sola-park/quy-300-chuyen-nhuong-doc-quyenthe-dau-tu-chi-62tr-m2-cua-cdt-mik-tai-vinhome-smart-pr43153522,"Quỹ 300 căn chuyển nhượng The Sola Park, Imperia giá đầu tư từ 65tr/m2 của CĐT MIK tại Smart City","Dự án Imperia Sola Park, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội",Căn hộ chung cư,3.0,69.77,43.0,1.0,1.0,Không,Cơ bản,,,,Tây - Nam,Đông - Bắc,07/08/2025,Phường Tây Mỗ,Nam Từ Liêm
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-ho-tung-mau-phuong-phu-dien-prj-goldmark-city/phan-hang-group-doc-quyen-danh-sach-chuyen-nhuong-loai-2-3-4-ngu-gia-h-tranh-pr42287004,"Độc quyền danh sách căn hộ chuyển nhượng Goldmark loại 2 - 3 & 4 phòng ngủ, giá cạnh tranh","Goldmark City, số 136, Đường Hồ Tùng Mậu, Phường Phú Diễn, Bắc Từ Liêm, Hà Nội",Căn hộ chung cư,5.3,63.86,83.0,2.0,2.0,Có,Đầy đủ,,,,Tây - Bắc,Đông - Nam,13/08/2025,Phường Phú Diễn,Bắc Từ Liêm
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-le-quang-dao-phuong-me-tri-prj-the-matrix-one/quy-doc-quyen-premium-2-3-4pn-gia-dot-dau-chiet-khau-15-vay-lai-0-2-nam-lh-ngay-pr42855100,"Quỹ độc quyền Matrix One Premium 2-3-4PN, giá đợt đầu, chiết khấu 20,3%, vay lãi 0% 30 tháng","The Matrix One, Lê Quang Đạo, Mễ Trì, Nam Từ Liêm, Hà Nội",Căn hộ chung cư,7.99,105.13,76.0,2.0,2.0,Có,Đầy đủ,,,,Đông - Nam,Đông - Nam,13/08/2025,Mễ Trì,Nam Từ Liêm
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-truong-sa-xa-dong-hoi-prj-lumiere-prime-hills/uu-dai-soc-co-loa-1pn-40-8m2-view-noi-khu-gia-chi-4-3-ty-cuc-tot-pr43779928,"Ưu đãi sốc! Lumière Prime Hills Cổ Loa căn hộ 1PN 40.8m2 view hồ, nội khu, giá chỉ 4.3 tỷ cực tốt","Dự án Lumière Prime Hills, Đường Trường Sa, Xã Đông Hội, Đông Anh, Hà Nội",Căn hộ chung cư,4.3,105.39,40.8,1.0,1.0,Không,Không có,,,,,Đông - Bắc,13/08/2025,Xã Đông Hội,Đông Anh
https://batdongsan.com.vn/ban-can-ho-chung-cu-thi-tran-trau-quy-prj-masteri-lakeside/doc-quyen-gia-cuc-mem-2pn-goc-67m-gia-4-25-ty-view-noi-khu-be-boi-3pn-goc-87m-gia-5-9-ty-view-ho-pr43659029,"Độc quyền giá cực mềm 2PN+ góc 67m2 giá 4,25 tỷ view nội khu bể bơi, 3PN góc 87m giá 5,9 tỷ view hồ","Dự án Masteri Lakeside, Thị trấn Trâu Quỳ, Gia Lâm, Hà Nội",Căn hộ chung cư,4.25,63.43,67.0,2.0,2.0,Không,Cơ bản,,,,Tây - Bắc,Đông - Nam,13/08/2025,Thị trấn Trâu Quỳ,Gia Lâm
https://batdongsan.com.vn/ban-can-ho-chung-cu-pho-lang-ha-phuong-thanh-cong-prj-the-nelson-private-residences/tng-8-truc-tiep-cdt-quy-vip-view-ba-dinh-gia-tu-11-7-ty-chiet-ku-cao-pr43717741,Tháng 8 trực tiếp CĐT quỹ căn VIP view hồ The Nelson Ba Đình full nội thất nhận nhà ngay giá tốt,"The Nelson Private Residences, 29, Phố Láng Hạ, Phường Thành Công, Ba Đình, Hà Nội",Căn hộ chung cư,11.7,133.87,87.4,2.0,2.0,Không,Không có,,,,Đông - Nam,Đông - Nam,13/08/2025,Phường Thành Công,Ba Đình
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-ho-tung-mau-phuong-phu-dien-prj-goldmark-city/doc-quyen-chuyen-nhuong-50-2-3-4-png-ngu-ban-gap-lh-zalo-pr43779533,Độc quyền chuyển nhượng 50 căn hộ Goldmark City 2-3-4 phòng ngủ cần bán gấp. LH 0348 834 *** (Zalo),"Goldmark City, số 136, Đường Hồ Tùng Mậu, Phường Phú Diễn, Bắc Từ Liêm, Hà Nội",Căn hộ chung cư,6.0,60.61,99.0,3.0,2.0,Có,Không có,,,,Tây - Bắc,Đông - Nam,13/08/2025,Phường Phú Diễn,Bắc Từ Liêm
https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-tay-mo-prj-the-victoria-vinhomes-smart-city/quy-1000-cac-loai-hinh-tu-studio-1-3-ngu-du-an-gia-tot-va-cat-lo-tu-cdt-pr43776056,"Quỹ 1000 căn hộ các loại hình từ studio,1-3 ngủ dự án Victoria Smart city giá tốt và cắt lỗ từ CĐT.","The Victoria - Vinhomes Smart City, Tây Mỗ, Nam Từ Liêm, Hà Nội",Căn hộ chung cư,2.44,78.61,31.0,1.0,1.0,Có,Cơ bản,,,,Tây - Bắc,Đông - Nam,13/08/2025,Tây Mỗ,Nam Từ Liêm
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-truong-sa-xa-dong-hoi-prj-lumiere-prime-hills/-1-ngu-a-hau-lumier-co-loa-view-tron-dieu-a-tt-trien-lam-gia-tot-nhat-pr43764521,"Căn 1 ngủ hoa hậu - Lumier Prime Hills Cổ Loa, view trọn hồ điều hoà, TT triển lãm giá tốt nhất","Dự án Lumière Prime Hills, Đường Trường Sa, Xã Đông Hội, Đông Anh, Hà Nội",Căn hộ chung cư,5.5,117.08,47.0,1.0,1.0,Có,Không có,,,,Đông - Nam,Đông - Nam,12/08/2025,Xã Đông Hội,Đông Anh
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-le-van-luong-phuong-nhan-chinh-prj-the-diamond-residence/-gia-that-chu-ban-120m2-3pn-2wc-tang-trung-full-noi-that-gia-12-ty-cc-brg-luong-pr43193767,(Giá thật) chính chủ bán căn 151m2 3PN+1 2WC tầng trung full nội thất giá 17 tỷ CC BRG Lê Văn Lương,"Dự án The Diamond Residence, Đường Lê Văn Lương, Phường Nhân Chính, Thanh Xuân, Hà Nội",Căn hộ chung cư,17.0,112.58,151.0,3.0,2.0,Không,Cơ bản,,,,Tây - Bắc,Đông - Nam,13/08/2025,Phường Nhân Chính,Thanh Xuân
https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-tay-mo-prj-the-sapphire-vinhomes-smart-city/bql-cap-nhat-quy-studio-2ty-1n-2-8-ty-2n-3-2-ty-2n-1-3-9ty-3n-4-5ty-pr43763673,BQL Vinhomes Smart City cập nhật quỹ căn: Studio 2tỷ; 1N+ 2.8 tỷ; 2N 3.2 tỷ; 2N+1 3.9tỷ; 3N 4.5tỷ,"Dự án The Sapphire-Vinhomes Smart City, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội",Căn hộ chung cư,4.0,61.92,64.6,2.0,2.0,Có,Đầy đủ,,,,Tây - Bắc,Đông - Nam,12/08/2025,Phường Tây Mỗ,Nam Từ Liêm
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-32-xa-di-trach-prj-chung-cu-the-wisteria/duy-nhat-1-138m2-dong-nam-gia-8-3-ty-138m2-dep-nhat-toa-w3-pr43779232,Duy nhất 1 căn 138m2 Đông Nam giá 8.3 tỷ Căn 138m2 đẹp nhất toà w3,"The Wisteria, Đường 32, Xã Di Trạch, Hoài Đức, Hà Nội",Căn hộ chung cư,8.3,60.14,138.0,,,Không,Không có,,,,,Đông - Nam,13/08/2025,Xã Di Trạch,Hoài Đức
https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-tay-mo-prj-the-sapphire-vinhomes-smart-city/toi-ban-10ch-studio-1-7-ty-1pn-2-6ty-2pn-3-3ty-2pn-goc-3-9ty-3pn-goc-4-42ty-city-pr43449850,"Tôi bán 09CH Studio 1,8tỷ 1PN 2,9tỷ, 2PN 55m 3,7tỷ, 2PN+ 64m 4,25tỷ, 3PN 4,95tỷ Vinhomes Smart City","Dự án The Sapphire-Vinhomes Smart City, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội",Căn hộ chung cư,4.95,67.44,73.4,3.0,2.0,Có,Không có,,,,,Đông - Nam,12/08/2025,Phường Tây Mỗ,Nam Từ Liêm
