link,tieu_de,dia_chi,loai_hinh,muc_gia_ty,gia_m2_trieu,dien_tich_m2,so_phong_ngu,so_phong_tam_ve_sinh,phap_ly,noi_that,so_tang,mat_tien_m,duong_vao_m,huong_nha,huong_ban_cong,ngay_dang,phuong,quan
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-xa-tan-hoi-7-prj-vinhomes-wonder-city/thang-7-doc-quyen-cap-nhat-quy-can-tu-re-nhat-den-dep-nhat-doc-hiem-vin-dan-phuong-ky-truc-tiep-cdt-pr43323887,Tháng 8 độc quyền cập nhật quỹ căn từ rẻ nhất đến đẹp nhất độc hiếm Vin Đan Phượng ký trực tiếp CĐT,"Dự án Vinhomes Wonder City, Xã Tân Hội, Đan Phượng, Hà Nội",Nhà biệt thự liền kề,17.0,177.08,96.0,4.0,4.0,Không,Không có,4.0,8.0,13.0,,,09/08/2025,Xã Tân Hội,Đan Phượng
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-xa-duong-xa-prj-vinhomes-ocean-park-gia-lam/chi-200tr-m2-so-huu-mat-pho-40m-so-vinh-vien-xe-khe-94-5-m2-kinh-doanh-sam-uat-ocp-1-pr43741109,"Chỉ 200tr/m2 sở hữu nhà mặt phố 40m sổ vĩnh viễn xẻ khe 94,5 m2, kinh doanh sầm uất Vinhomes OCP 1","Vinhomes Ocean Park Gia Lâm, Xã Dương Xá, Gia Lâm, Hà Nội",Nhà biệt thự liền kề,19.0,201.06,94.5,,,Có,Không có,5.0,7.0,40.0,Đông - Bắc,Đông - Bắc,09/08/2025,Xã Dương Xá,Gia Lâm
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-xa-tan-hoi-7-prj-vinhomes-wonder-city/nhan-booking-chon-can-theo-nhu-cau-khach-hang-va-cam-ket-lay-dung-vi-tri-pr42250064,"Liền kề 96m2 giá 14,7 tỷ, dt 144m2 giá 21,5 tỷ, biệt thự 228m2 giá 35 tỷ. Mua nhà tặng xe Vinfat.","Dự án Vinhomes Wonder City, Xã Tân Hội, Đan Phượng, Hà Nội",Nhà biệt thự liền kề,14.3,149.0,96.0,,,Không,Không có,,8.0,,,,07/08/2025,Xã Tân Hội,Đan Phượng
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-vo-chi-cong-phuong-phu-thuong-1-prj-khu-do-thi-nam-thang-long-ciputra/toi-chinh-chu-can-ban-song-lap-k-dt-180m2-xay-4-tang-mt-9m-truc-30m-vi-tri-dep-pr43782524,"Tôi chính chủ cần bán biệt thự song lâp, khu K,dt 180m2, xây 4 tầng,mt 9m trục đường 30m,vị trí đẹp","Ciputra Hà Nội, Đường Võ Chí Công, Phường Phú Thượng, Tây Hồ, Hà Nội",Nhà biệt thự liền kề,80.0,444.44,180.0,5.0,5.0,Có,Cơ bản,4.0,9.0,,,,14/08/2025,Phường Phú Thượng,Tây Hồ
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-xa-tan-hoi-7-prj-vinhomes-wonder-city/-dan-phuong-mo-ban-quy-can-96m2-chiet-khau-13-8-ho-tro-70-lai-suat-0-trong-24-thang-pr43689492,"VINHOMES ĐAN PHƯỢNG MỞ BÁN QUỸ CĂN 96M2 CHIẾT KHẤU 13,8% HỖ TRỢ 70% LÃI SUẤT 0% TRONG 24 THÁNG","Vinhomes Wonder City, Xã Tân Hội, Đan Phượng, Hà Nội",Nhà biệt thự liền kề,17.0,177.08,96.0,,,Không,Không có,,,,,,14/08/2025,Xã Tân Hội,Đan Phượng
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-xa-tan-hoi-7-prj-vinhomes-wonder-city/-san-vuon-song-lap-view-ho-cong-vien-chung-cu-gia-chi-tu-166tr-m2-cach-ho-tay-15p-pr43743289,"BIỆT THỰ SÂN VƯỜN VIEW HỒ, CÔNG VIÊN, CHUNG CƯ GIÁ CHỈ TỪ 166TR/M2 CÁCH HỒ TÂY 15P. QUỸ NGOẠI GIAO","Vinhomes Wonder City, Tân Hội, Đan Phượng, Hà Nội",Nhà biệt thự liền kề,38.0,166.67,228.0,,,Không,Không có,,,,,,09/08/2025,Tân Hội,Đan Phượng
https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-xa-duong-xa-prj-vinhomes-ocean-park-gia-lam/hang-hiem-ban-can-shop-goc-2-mat-tien-nga-4-mat-dai-lo-50m-hieu-lon-thue-75tr-thang-pr43717959,Hàng hiếm - bán căn shop góc 2 mặt tiền ngã 4 mặt đường đại lộ 50m thương hiệu lớn thuê 75tr/tháng,"Vinhomes Ocean Park Gia Lâm, Dương Xá, Gia Lâm, Hà Nội",Shophouse nhà phố thương mại,12.8,170.67,75.0,1.0,1.0,Không,Không có,1.0,10.0,50.0,Đông - Nam,,14/08/2025,Dương Xá,Gia Lâm
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-phuong-phu-thuong-1-prj-kita-capital-ciputra/mo-ban-gd3-kdt-thiet-dep-truc-tiep-cdt-gia-va-chinh-sach-tot-chi-tu-355tr-m2-pr42772077,"Mở bán biệt thự GĐ3 KĐT Ciputra thiết kế đẹp, trực tiếp cđt, giá và chính sách tốt, chỉ từ 355tr/m2","Dự án Kita Capital Ciputra, Phường Phú Thượng, Tây Hồ, Hà Nội",Nhà biệt thự liền kề,49.7,355.0,140.0,,,Có,Không có,5.0,,30.0,,,07/08/2025,Phường Phú Thượng,Tây Hồ
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-phuong-phu-thuong-1-prj-kita-capital-ciputra/truc-tiep-cdt-ban-bt-co-ham-da-co-so-n-ngay-gia-chi-tu-356tr-m2-vay-0-ls-24-thang-pr43195112,"Trực tiếp CĐT bán BT Ciputra có hầm đã có sổ, nhận nhà ngay giá chỉ từ 356tr/m2. Vay 0% LS 24 tháng","Dự án Kita Capital Ciputra, Phường Phú Thượng, Tây Hồ, Hà Nội",Nhà biệt thự liền kề,50.0,333.33,150.0,6.0,5.0,Có,Không có,5.0,7.0,17.5,,,07/08/2025,Phường Phú Thượng,Tây Hồ
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-quoc-lo-32-xa-di-trach-prj-hinode-royal-park/can-cuoi-cung-gia-truc-tiep-cdt-lk46-3x-ngay-chan-3-toa-chung-cu-da-ban-giao-lam-so-pr43781721,"Căn liền kề cuối cùng giá trực tiếp CĐT, lk46.3x, ngay chân 3 toà chung cư đã bàn giao làm sổ.","Hinode Royal Park, Đường Quốc lộ 32, Xã Di Trạch, Hoài Đức, Hà Nội",Nhà biệt thự liền kề,24.4,212.16,115.0,,,Không,Không có,,,,,,14/08/2025,Xã Di Trạch,Hoài Đức
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-phuong-phu-thuong-1-prj-kita-capital-ciputra/ban-mat-cong-vien-65hecta-tai-kdt-chi-tu-333tr-m2-so-do-ban-giao-ngay-pr43721057,"Bán biệt thự mặt công viên 65hecta tại KĐT Ciputra chỉ từ 333tr/m2, sổ đỏ bàn giao ngay","Dự án Kita Capital Ciputra, Phường Phú Thượng, Tây Hồ, Hà Nội",Nhà biệt thự liền kề,49.5,353.57,140.0,,,Có,Không có,4.0,7.0,30.0,,,07/08/2025,Phường Phú Thượng,Tây Hồ
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-xa-tan-hoi-7-prj-vinhomes-wonder-city/tang-xe-o-to-dien-vinfast-mo-ban-dot-cuoi-quy-can-dep-gia-re-nhat-vin-dan-phuong-pr43600825,"Tặng xe ô tô điện Vinfast. Mở bán đợt cuối quỹ căn đẹp, giá rẻ nhất Vin Đan Phượng","Vinhomes Wonder City, Xã Tân Hội, Đan Phượng, Hà Nội",Nhà biệt thự liền kề,14.0,145.83,96.0,,,Không,Không có,4.0,8.0,13.0,,,14/08/2025,Xã Tân Hội,Đan Phượng
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-xa-tan-hoi-7-prj-vinhomes-wonder-city/ngoai-giao-duy-nhat-1-can-song-lap-228m2-san-vuon-mat-ho-gia-re-nhat-dan-phuong-pr43599297,Ngoại giao duy nhất 1 căn biệt thự song lập 228m2 sân vườn mặt hồ giá rẻ nhất Vinhomes Đan Phượng,"Dự án Vinhomes Wonder City, Xã Tân Hội, Đan Phượng, Hà Nội",Nhà biệt thự liền kề,38.0,166.67,228.0,5.0,5.0,Có,Cơ bản,4.0,8.0,13.0,,,07/08/2025,Xã Tân Hội,Đan Phượng
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-vo-chi-cong-phuong-phu-thuong-1-prj-kita-capital-ciputra/ban-bt-gia-dau-tu-f0-356tr-m2-ban-giao-ngay-co-ham-mien-goc-lai-24-thang-da-co-so-pr42774375,CĐT mở bán mới biệt thự Ciputra Tây Hồ phân khu cạnh công viên 65ha 150m2 có hầm giá chỉ 356tr/m2,"Dự án Kita Capital Ciputra, Đường Võ Chí Công, Phường Phú Thượng, Tây Hồ, Hà Nội",Nhà biệt thự liền kề,50.0,333.33,150.0,5.0,4.0,Có,Cơ bản,4.0,7.0,17.5,,Đông - Nam,08/08/2025,Phường Phú Thượng,Tây Hồ
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-xa-tan-hoi-7-prj-vinhomes-wonder-city/gap-ban-120m2-uu-dai-toi-500-trieu-mat-tien-rong-vi-tri-dep-pr43780128,"Gấp!Bán biệt thự liền kề 120m2 Vinhomes Wonder City ưu đãi tới 500 triệu mặt tiền rộng, vị trí đẹp","Dự án Vinhomes Wonder City, Xã Tân Hội, Đan Phượng, Hà Nội",Nhà biệt thự liền kề,18.96,158.0,120.0,6.0,,Không,Không có,4.0,8.0,,,,13/08/2025,Xã Tân Hội,Đan Phượng
https://batdongsan.com.vn/ban-nha-mat-pho-duong-mau-luong-phuong-kien-hung/sieu-pham-van-phong-ket-hop-o-dau-tu-ha-dong-80m2-x-15m-mt-lo-goc-x-27-9-t-pr43779612,"Siêu phẩm Văn phòng - Kết hợp ở đầu tư Mậu Lương - Kiến Hưng Hà Đông 80M2 x 15M MT lô góc x 27,9 T","Đường Mậu Lương, Phường Kiến Hưng, Hà Đông, Hà Nội",Nhà mặt phố,27.9,348.75,80.0,,,Có,Không có,,,,,,13/08/2025,Phường Kiến Hưng,Hà Đông
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-xa-tan-hoi-7-prj-vinhomes-wonder-city/ban-129m2-vi-tri-cuc-dep-di-bo-vai-buoc-chan-ra-den-ho-va-cong-vien-20ha-pr43779473,Bán liền kề VIN ĐAN PHƯỢNG 129m2 vị trí cực đẹp đi bộ vài bước chân ra đến hồ và công viên 20ha,"Vinhomes Wonder City, Xã Tân Hội, Đan Phượng, Hà Nội",Nhà biệt thự liền kề,20.0,155.04,129.0,,,Không,Không có,5.0,,,,,13/08/2025,Xã Tân Hội,Đan Phượng
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-nguyen-van-loc-phuong-mo-lao-prj-lang-viet-kieu-chau-au-euroland/-mat-ho-88m-mat-tien-5m-hoan-thien-phong-kinh-doanh-dinh-cao-pr43777892,"Làng Việt Kiều Châu Âu nhà mặt hồ 88m², mặt tiền 5m + , hoàn thiện văn phòng, kinh doanh đỉnh cao","Dự án Làng Việt Kiều Châu Âu Euroland, Đường Nguyễn Văn Lộc, Phường Mỗ Lao, Hà Đông, Hà Nội",Nhà biệt thự liền kề,24.2,275.0,88.0,5.0,5.0,Có,Đầy đủ,4.0,5.0,16.0,,,13/08/2025,Phường Mỗ Lao,Hà Đông
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-xa-tan-hoi-7-prj-vinhomes-wonder-city/mua-tang-xe-o-to-dien-cap-t-quy-hang-thang-8-truc-tiep-cdt-vin-dan-phuong-pr43686668,Mua nhà tặng xe ô tô điện. Cập nhật quỹ hàng tháng 8 trực tiếp CĐT Vin Đan Phượng,"Vinhomes Wonder City, Tân Hội, Đan Phượng, Hà Nội",Nhà biệt thự liền kề,15.6,150.0,104.0,,,Không,Không có,4.0,8.0,13.0,,,13/08/2025,Tân Hội,Đan Phượng
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-xa-tan-hoi-7-prj-vinhomes-wonder-city/-dan-phuong-nhan-booking-dot-1-pkd-chu-dau-tu-lh-ms-dao-a-pr41954952,10 Suất Ngoại Giao tại Vinhomes Đan Phượng- giá đất chỉ 150tr/1m2 LH MS Đào 0982 974 ***,"Dự án Vinhomes Wonder Park, Xã Tân Hội, Đan Phượng, Hà Nội",Nhà biệt thự liền kề,18.0,187.5,96.0,4.0,4.0,Có,Không có,,8.0,,Đông - Nam,Bắc,08/08/2025,Xã Tân Hội,Đan Phượng
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-xa-tan-hoi-7-prj-vinhomes-wonder-city/chi-19-ty-so-huu-120-m2-duong-rong-lo-goc-4-tang-xay-dung-92m2-san-pr43682895,"Chỉ 19 tỷ sở hữu biệt thự Vinhomes Wonder City 120 m2 đường rộng, lô góc 4 tầng xây dựng 92m2/sàn","Vinhomes Wonder City, Xã Tân Hội, Đan Phượng, Hà Nội",Nhà biệt thự liền kề,19.0,158.33,120.0,,,Không,Không có,,,,,,13/08/2025,Xã Tân Hội,Đan Phượng
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-xa-tan-hoi-7-prj-vinhomes-wonder-city/toi-co-4-can-ngoai-giao-re-hon-tt-15-canh-cong-vien-canh-ho-duong-rong-mua-lai-luon-15-4-can-vip-pr43187641,Tôi có 4 căn ngoại giao rẻ hơn TT 15% cạnh công viên cạnh hồ đường rộng(Mua lãi luôn 15%) 4 căn VIP,"Dự án Vinhomes Wonder City, Xã Tân Hội, Đan Phượng, Hà Nội",Nhà biệt thự liền kề,19.5,177.27,110.0,,,Không,Không có,,,,,,05/08/2025,Xã Tân Hội,Đan Phượng
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-xa-tan-hoi-7-prj-vinhomes-wonder-city/-chinh-thuc-mo-ban-dot-cuoi-quy-can-96m2-dat-gioi-han-duy-nhat-trong-nua-dau-thang-8-2025-pr43685780,Vinhomes chính thức mở bán đợt cuối quỹ căn 96m2 đất (Giới hạn) duy nhất trong nửa đầu tháng 8/2025,"Vinhomes Wonder City, Xã Tân Hội, Đan Phượng, Hà Nội",Nhà biệt thự liền kề,17.1,178.12,96.0,,,Không,Không có,,8.0,13.0,Đông - Nam,Đông - Nam,13/08/2025,Xã Tân Hội,Đan Phượng
https://batdongsan.com.vn/ban-condotel-duong-lang-phuong-thinh-quang-prj-the-ninety-complex/mo-ban-10-can-hang-ngoai-giao-du-an-90-nhan-nha-thang-7-2025-ck-10-pr43320992,"Hàng ngoại giao The Ninety Complex 90 đường Láng, Nhận nhà tháng 8/2025, chính sách hấp dẫn, CK cao","The Ninety Complex, 90, Đường Láng, Phường Thịnh Quang, Đống Đa, Hà Nội",Condotel,5.5,85.94,64.0,2.0,2.0,Không,Đầy đủ,,,,,,13/08/2025,Phường Thịnh Quang,Đống Đa
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-xa-tan-hoi-7-prj-vinhomes-wonder-city/tang-xe-dien-vf3-vf8-vf9-mo-ban-dot-cuoi-quy-can-dep-gia-re-nhat-vin-dan-phuong-pr43602669,"Tặng xe điện VF3/VF8/VF9. Mở bán đợt cuối quỹ căn đẹp, giá rẻ nhất Vin Đan Phượng","Vinhomes Wonder City, Xã Tân Hội, Đan Phượng, Hà Nội",Nhà biệt thự liền kề,14.0,145.83,96.0,,,Không,Không có,4.0,8.0,13.0,,,13/08/2025,Xã Tân Hội,Đan Phượng
https://batdongsan.com.vn/ban-nha-mat-pho-duong-nguyen-hoang-phuong-my-dinh-1/ban-gap-1-nam-tu-liem-ha-noi-45-5-ty-92m2-pr43772713,"Bán gấp nhà mặt phố Nguyễn Hoàng, Mỹ Đình 1, Nam Từ Liêm, Hà Nội, 45,5 tỷ, 92m2","Đường Nguyễn Hoàng, Phường Mỹ Đình 1, Nam Từ Liêm, Hà Nội",Nhà mặt phố,45.5,494.56,92.0,8.0,6.0,Có,Cơ bản,6.0,5.0,,,,13/08/2025,Phường Mỹ Đình 1,Nam Từ Liêm
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-xa-tan-hoi-7-prj-vinhomes-wonder-city/doc-quyen-quy-can-96m2-hung-dong-re-nhat-thi-truong-18-028-ty-pr43577129,Độc quyền quỹ căn 96m2 Hừng Đông rẻ nhất thị trường - 18.028 tỷ,"Dự án Vinhomes Wonder City, Xã Tân Hội, Đan Phượng, Hà Nội",Nhà biệt thự liền kề,18.03,187.79,96.0,6.0,4.0,Không,Không có,4.0,8.0,13.0,Tây - Nam,Tây - Bắc,13/08/2025,Xã Tân Hội,Đan Phượng
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-xa-tan-hoi-7-prj-vinhomes-wonder-city/doc-quyen-lk-120m2-gan-cong-vien-truong-hoc-mt-8m-duong-17m-von-8-ty-vay-70-mien-goc-lai-24th-pr43366064,SỞ HỮU NHÀ PHỐ ĐẠI LỘ TÂY THĂNG LONG - CƠ HỘI X2 TÀI SẢN VỚI VINHOMES ĐAN PHƯỢNG CHỈ 15P LÊN HỒ TÂY,"Dự án Vinhomes Wonder City, Xã Tân Hội, Đan Phượng, Hà Nội",Nhà biệt thự liền kề,18.0,173.08,104.0,,,Không,Không có,4.0,8.0,17.0,,,05/08/2025,Xã Tân Hội,Đan Phượng
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-le-trong-tan-phuong-duong-noi-prj-khu-do-thi-geleximco-le-trong-tan/top-quy-can-chu-can-ban-gap-du-an-lk-b33-18-101m2-gia-15-8-ty-pr43772741,TỐP QUỸ CĂN CHỦ NHÀ CẦN BÁN GẤP DỰ ÁN GELEXIMCO ( LK B33.18 101M2 GIÁ 15.8 TỶ),"Khu đô thị Geleximco - Lê Trọng Tấn, Lê Trọng Tấn, Dương Nội, Hà Đông, Hà Nội",Nhà biệt thự liền kề,15.8,156.44,101.0,,,Có,Không có,,,,,,13/08/2025,Dương Nội,Hà Đông
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-xa-tan-hoi-7-prj-vinhomes-wonder-city/tong-hop-quy-tat-ca-cac-can-goc-xe-khe-2-mat-tien-mat-cong-vien-dep-nhat-dan-phuong-pr43758186,Tổng hợp quỹ tất cả các căn góc - xẻ khe 2 mặt tiền mặt công viên đẹp nhất Vinhomes Đan Phượng,"Dự án Vinhomes Wonder City, Xã Tân Hội, Đan Phượng, Hà Nội",Nhà biệt thự liền kề,33.4,198.93,167.9,5.0,5.0,Có,Cơ bản,4.0,10.0,13.0,Đông - Bắc,Đông - Bắc,11/08/2025,Xã Tân Hội,Đan Phượng
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-co-loa-xa-dong-hoi-prj-vinhomes-global-gate/ban-can-ad3-33-80m2-20ty-ap-xe-khe-canh-grand-world-ng-vien-truong-hoc-loa-pr42377687,"Giá gốc chủ đầu tư căn TP1.1-08 - 108m2 - 35,8tỷ - 2 mặt tiền - đường trước nhà 40m - đối công viên","Dự án Vinhomes Cổ Loa, Đường Cổ Loa, Xã Đông Hội, Đông Anh, Hà Nội",Nhà biệt thự liền kề,35.8,331.48,108.0,6.0,5.0,Có,Cơ bản,5.0,6.5,40.0,Đông - Nam,Đông - Bắc,11/08/2025,Xã Đông Hội,Đông Anh
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-xa-tan-hoi-7-prj-vinhomes-wonder-city/-dan-phuong-chiet-khau-13-8-ho-tro-vay-70-lai-suat-0-trong-24-thang-mien-phi-dv-3-nam-pr43768835,"Vinhomes Đan Phượng chiết khấu 13,8% hỗ trợ vay 70% lãi suất 0% trong 24 tháng, miễn phí DV 3 năm","Vinhomes Wonder City, Tân Hội, Đan Phượng, Hà Nội",Nhà biệt thự liền kề,17.1,178.12,96.0,,,Không,Không có,,,,,,12/08/2025,Tân Hội,Đan Phượng
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-xa-tan-hoi-7-prj-vinhomes-wonder-city/mua-tang-xe-vf3-vf8-vf9-cap-t-quy-hang-thang-8-truc-tiep-cdt-vin-dan-phuong-pr43676928,Mua nhà tặng xe VF3/VF8/VF9. Cập nhật quỹ hàng tháng 8 trực tiếp CĐT Vin Đan Phượng,"Vinhomes Wonder City, Tân Hội, Đan Phượng, Hà Nội",Nhà biệt thự liền kề,15.6,150.0,104.0,,,Không,Không có,4.0,8.0,13.0,,,12/08/2025,Tân Hội,Đan Phượng
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-xa-tan-hoi-7-prj-vinhomes-wonder-city/-dan-phuong-mo-ban-quy-can-96m2-chiet-khau-13-8-ho-tro-70-lai-suat-0-trong-24-thang-pr43765302,"Vinhomes Đan Phượng mở bán quỹ căn 96m2 chiết khấu 13,8% hỗ trợ 70% lãi suất 0% trong 24 tháng","Dự án Vinhomes Wonder City, Xã Tân Hội, Đan Phượng, Hà Nội",Nhà biệt thự liền kề,18.1,150.83,120.0,,,Không,Không có,,,,,,12/08/2025,Xã Tân Hội,Đan Phượng
