link,tieu_de,dia_chi,loai_hinh,muc_gia_ty,gia_m2_trieu,dien_tich_m2,so_phong_ngu,so_phong_tam_ve_sinh,phap_ly,noi_that,so_tang,mat_tien_m,duong_vao_m,huong_nha,huong_ban_cong,ngay_dang,phuong,quan
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-hai-au-3-xa-kieu-ky-prj-vinhomes-ocean-park-gia-lam/duy-nhat-song-lap-03-view-cong-vien-chi-26-8-ty-tai-vin-ocp1-cam-ket-tot-nhat-pr43768004,Duy nhất song lập Hải Âu 03 view công viên giá chỉ 26.8 tỷ tại Vin OCP1 - Cam kết giá tốt nhất,"Dự án Vinhomes Ocean Park Gia Lâm, Đường Hải Âu 3, Xã Kiêu Kỵ, Gia Lâm, Hà Nội",Nhà biệt thự liền kề,26.8,178.67,150.0,,,Có,Không có,3.0,8.3,,Đông - Nam,Đông - Nam,12/08/2025,Xã Kiêu Kỵ,Gia Lâm
https://batdongsan.com.vn/ban-nha-rieng-duong-bui-xuong-trach-phuong-khuong-dinh/-lo-goc-2-thoang-thanh-xuan-truoc-de-10-xe-may-gia-6-9-ty-pr43775320,(Lô góc 2 thoáng)Bùi Xương Trạch - Thanh Xuân - trước nhà để 10 xe máy - Giá 6.9 tỷ,"Đường Bùi Xương Trạch, Phường Khương Đình, Thanh Xuân, Hà Nội",Nhà riêng,6.9,230.0,30.0,3.0,3.0,Có,Cơ bản,4.0,,3.5,,,13/08/2025,Phường Khương Đình,Thanh Xuân
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-co-loa-xa-dong-hoi-prj-vinhomes-global-gate/chinh-chu-ban-xe-khe-nam-sat-chung-cu-cao-cap-masterise-gia-29-ty-vin-loa-pr43285984,"Quỹ độc quyền kí mới chủ đầu tư tháng 08/2025; Căn mặt hồ, gần hồ, nhìn công viên, nhìn vườn hoa","Dự án Vinhomes Global Gate, Đường Cổ Loa, Xã Đông Hội, Đông Anh, Hà Nội",Nhà biệt thự liền kề,23.5,313.33,75.0,8.0,8.0,Không,Không có,5.0,5.0,17.0,Đông - Nam,Đông - Nam,12/08/2025,Xã Đông Hội,Đông Anh
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-nguyen-dinh-tu-phuong-xuan-dinh-prj-jade-square/ban-2pn-2vs-tai-gia-tot-nhat-thi-truong-chi-5-9-ty-lh-pr43773476,"Bán căn hộ 2PN 2VS tại chung cư Jade Square giá tốt nhất thị trường chỉ 6,2 tỷ, LH 0985 106 ***","Dự án Jade Square, Đường Nguyễn Đình Tứ, Phường Xuân Đỉnh, Bắc Từ Liêm, Hà Nội",Căn hộ chung cư,6.2,86.11,72.0,2.0,2.0,Có,Không có,,,,Nam,Bắc,13/08/2025,Phường Xuân Đỉnh,Bắc Từ Liêm
https://batdongsan.com.vn/ban-can-ho-chung-cu-pho-lang-ha-phuong-thanh-cong-prj-the-nelson-private-residences/quy-doc-quyen-2pn-3pn-du-do-truc-tiep-cdt-12-ty-ck-4-8-tang-goi-nt-200tr-pr43437719,"Quỹ căn mới 2PN và 3PN - CK 6,9% + 150tr - Tư vấn chuyên nghiệp","Dự án The Nelson Private Residences, Phố Láng Hạ, Phường Thành Công, Ba Đình, Hà Nội",Căn hộ chung cư,11.7,140.96,83.0,2.0,2.0,Có,Đầy đủ,,,,Đông - Bắc,,14/08/2025,Phường Thành Công,Ba Đình
https://batdongsan.com.vn/ban-dat-xa-co-dong/chinh-chu-can-ban-gap-lo-goc-100m2-full-tho-gia-re-hon-thi-truong-300tr-gan-dai-hoc-quoc-gia-hn-pr43784746,CHÍNH CHỦ CẦN BÁN GẤP LÔ GÓC 100m2 FULL THỔ - GIÁ RẺ HƠN THỊ TRƯỜNG 300TR GẦN ĐẠI HỌC QUỐC GIA HN,"Xã Cổ Đông, Sơn Tây, Hà Nội",Đất nền dự án,2.9,29.0,100.0,,,Có,Không có,,6.8,,Đông - Bắc,,14/08/2025,Xã Cổ Đông,Sơn Tây
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-nguyen-dinh-tu-phuong-xuan-dinh-prj-jade-square/nhan-booking-ngay-2pn-2vs-tai-gia-chi-6-2-ty-ck-len-den-13-5-pr43784636,"NHẬN BOOKING NGAY CĂN HỘ 2PN, 2VS TẠI CHUNG CƯ JADE SQUARE GIÁ CHỈ TỪ 6,2 TỶ CK LÊN ĐẾN 13,5%","Jade Square, Nguyễn Đình Tứ, Xuân Đỉnh, Bắc Từ Liêm, Hà Nội",Căn hộ chung cư,6.5,100.0,65.0,2.0,2.0,Có,Đầy đủ,,,,Bắc,Nam,14/08/2025,Xuân Đỉnh,Bắc Từ Liêm
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-an-dao-xa-duong-xa-prj-vinhomes-ocean-park-gia-lam/b-qu-ly-du-quy-thg-8-chinh-chu-studio-1pn-2pn-3pn-mien-phi-trung-gi-pr43784361,"Ban quản lý dự án Vinhomes quỹ căn tháng 8 chính chủ studio 1PN 2PN 3PN, miễn phí trung gian","Dự án Vinhomes Ocean Park Gia Lâm, Đường An Đào, Xã Dương Xá, Gia Lâm, Hà Nội",Căn hộ chung cư,2.5,58.14,43.0,1.0,,Có,Không có,,,,,,14/08/2025,Xã Dương Xá,Gia Lâm
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-sao-bien-15-xa-duong-xa-prj-vinhomes-ocean-park-gia-lam/ban-gap-can-don-lap-goc-tai-1-chi-32-ty-bao-phi-pr43784227,Biệt thự đơn lập góc tại Vinhomes Ocean Park 1. Chủ cần bán gấp giá 32 tỷ bao phí,"Dự án Vinhomes Ocean Park Gia Lâm, Đường Sao Biển 15, Xã Dương Xá, Gia Lâm, Hà Nội",Nhà biệt thự liền kề,32.0,210.66,151.9,,,Có,Không có,4.0,16.0,13.5,Tây - Bắc,Tây - Bắc,14/08/2025,Xã Dương Xá,Gia Lâm
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-truong-sa-xa-dong-hoi-prj-lumiere-prime-hills/ban-nhanh-6-ngoai-giao-chiet-khau-19-3-truc-tiep-vao-gia-chi-99tr-m2-pr43747109,"Bán nhanh 6 căn ngoại giao Lumiere Prime Hills chiết khấu 19,3% trực tiếp vào giá chỉ 99tr/m2","Dự án Lumière Prime Hills, Đường Trường Sa, Xã Đông Hội, Đông Anh, Hà Nội",Căn hộ chung cư,6.97,99.0,70.4,2.0,2.0,Có,Đầy đủ,,,,,,10/08/2025,Xã Đông Hội,Đông Anh
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-xa-tan-hoi-7-prj-vinhomes-wonder-city/chi-con-5-can-ngoai-giao-tang-vf9-ck-15-mua-xong-lai-ngay-1-2-ty-tai-dan-phuong-pr43697425,Chỉ còn 5 căn ngoại giao. Tặng VF9. CK 15%. Mua xong lãi ngay 1-2 tỷ tại Vinhomes Đan Phượng.,"Dự án Vinhomes Wonder City, Xã Tân Hội, Đan Phượng, Hà Nội",Nhà biệt thự liền kề,17.8,148.33,120.0,5.0,4.0,Có,Không có,4.0,,,Đông - Nam,Đông - Nam,04/08/2025,Xã Tân Hội,Đan Phượng
https://batdongsan.com.vn/ban-can-ho-chung-cu-xa-duong-xa-prj-chung-cu-the-senique-hanoi/-quy-ngoai-giao-2pn-3pn-4pn-duplex-re-nhat-thi-truong-dong-tien-dan-30-70-pr43769312,"Rẻ nhất thị trường The Senique HaNoi: Quỹ căn VVIP nhất 2PN-3PN-4PN-Duplex , dòng tiền giãn 30/70","Dự án Chung cư The Senique Hanoi , Xã Dương Xá, Gia Lâm, Hà Nội",Căn hộ chung cư,7.0,63.69,109.9,3.0,2.0,Có,Đầy đủ,,,,Đông - Nam,,12/08/2025,Xã Dương Xá,Gia Lâm
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-truong-sa-xa-dong-hoi-prj-lumiere-prime-hills/-2n-2vs-toa-a1-co-loa-view-tay-giam-ngay-17-3-von-ban-dau-1-4-ty-lsuat-0-30-thang-pr43784283,"Căn 2N-2VS toà A1 Lumiere Cổ Loa view Hồ Tây .Giảm ngay 17,3%,vốn ban đầu 1,4 tỷ, lsuất 0% 30 tháng","Lumière Prime Hills, Trường Sa, Đông Hội, Đông Anh, Hà Nội",Căn hộ chung cư,5.99,105.64,56.7,2.0,2.0,Không,Đầy đủ,,,,Đông - Bắc,Tây - Nam,14/08/2025,Đông Hội,Đông Anh
https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-tay-mo-prj-the-sapphire-vinhomes-smart-city/toi-chinh-chu-ban-8-1pn-2-6ty-2pn-3-3ty-2pn-goc-3-9-ty-3pn-4-55ty-goc-vinmes-city-pr43208700,"Chính chủ bán 8 CH 2PN 3,6tỷ, 2PN + góc 4,2 tỷ, 3PN 75m2 4,95tỷ, 3PN 97m2 6.4tỷ Vinhomes Smart City","Dự án The Sapphire-Vinhomes Smart City, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội",Căn hộ chung cư,4.2,67.42,62.3,3.0,2.0,Có,Đầy đủ,,,,,Đông - Nam,11/08/2025,Phường Tây Mỗ,Nam Từ Liêm
https://batdongsan.com.vn/ban-dat-pho-trung-kinh-phuong-trung-hoa-4/chinh-chu-can-ban-gap-143m2-mat-mat-tien-9-3m-x-2-mat-thoang-truoc-sau-gia-62-ty-pr41685208,Chính chủ cần bán gấp 106m2 đất mặt Phố Trung Kính mặt tiền 9.3m x 2 mặt thoáng trước sau giá 57 tỷ,"Phố Trung Kính, Phường Trung Hòa, Cầu Giấy, Hà Nội",Đất nền dự án,57.0,537.74,106.0,,,Có,Không có,,9.3,,,,14/08/2025,Phường Trung Hòa,Cầu Giấy
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-lang-phuong-thinh-quang-prj-the-ninety-complex/ban-38m2-du-an-niinety-gia-3-6-ty-vi-tri-dac-dia-ngay-ngay-tai-nga-tu-so-dong-da-pr43783891,"BÁN CĂN 38M2 DỰ ÁN THE NIINETY COMPLEX GIÁ 3,6 TỶ VỊ TRÍ ĐẮC ĐỊA NGAY NGAY TẠI NGÃ TƯ SỞ ĐỐNG ĐA","The Ninety Complex, Láng, Thịnh Quang, Đống Đa, Hà Nội",Căn hộ chung cư,3.6,94.74,38.0,1.0,1.0,Không,Đầy đủ,,,,Bắc,Nam,14/08/2025,Thịnh Quang,Đống Đa
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-xa-tan-hoi-7-prj-vinhomes-wonder-city/mua-tang-xe-o-to-dien-vinfast-mo-ban-dot-cuoi-quy-can-dep-gia-re-t-vin-dan-phuong-pr43598394,"Mua nhà tặng xe ô tô điện Vinfast. Mở bán đợt cuối quỹ căn đẹp, giá rẻ nhất Vin Đan Phượng","Dự án Vinhomes Wonder City, Xã Tân Hội, Đan Phượng, Hà Nội",Nhà biệt thự liền kề,13.2,150.0,88.0,,,Không,Không có,,,,,,14/08/2025,Xã Tân Hội,Đan Phượng
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-xa-tan-hoi-7-prj-vinhomes-wonder-city/thang-7-doc-quyen-cap-nhat-quy-can-tu-re-nhat-den-dep-nhat-doc-hiem-vin-dan-phuong-ky-truc-tiep-cdt-pr43323887,Tháng 8 độc quyền cập nhật quỹ căn từ rẻ nhất đến đẹp nhất độc hiếm Vin Đan Phượng ký trực tiếp CĐT,"Dự án Vinhomes Wonder City, Xã Tân Hội, Đan Phượng, Hà Nội",Nhà biệt thự liền kề,17.0,177.08,96.0,4.0,4.0,Không,Không có,4.0,8.0,13.0,,,09/08/2025,Xã Tân Hội,Đan Phượng
https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-van-cu-1-phuong-ngoc-lam-2/sieu-pham-6-tang-thang-may-gara-o-to-50m2-o-long-bien-gia-13-5-ty-pr43232951,Siêu phẩm nhà mới Nguyễn Văn Cừ - 50m2 6 tầng thang máy - full nội thất - ô tô vào nhà - lô góc,"Đường Nguyễn Văn Cừ, Phường Ngọc Lâm, Long Biên, Hà Nội",Nhà riêng,12.9,273.3,47.2,3.0,4.0,Có,Đầy đủ,6.0,,,,,14/08/2025,Phường Ngọc Lâm,Long Biên
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-xa-duong-xa-prj-vinhomes-ocean-park-gia-lam/chi-200tr-m2-so-huu-mat-pho-40m-so-vinh-vien-xe-khe-94-5-m2-kinh-doanh-sam-uat-ocp-1-pr43741109,"Chỉ 200tr/m2 sở hữu nhà mặt phố 40m sổ vĩnh viễn xẻ khe 94,5 m2, kinh doanh sầm uất Vinhomes OCP 1","Vinhomes Ocean Park Gia Lâm, Xã Dương Xá, Gia Lâm, Hà Nội",Nhà biệt thự liền kề,19.0,201.06,94.5,,,Có,Không có,5.0,7.0,40.0,Đông - Bắc,Đông - Bắc,09/08/2025,Xã Dương Xá,Gia Lâm
https://batdongsan.com.vn/ban-nha-rieng-duong-hoang-van-thai-phuong-khuong-trung/-2-o-to-tranh-tam-quan-thanh-xuan-5-tang-thang-may-chay-veo-veo-pr43782027,"Nhà đường 2 ô tô tránh, trung tâm quận Thanh Xuân, 5 tầng thang máy chạy vèo vèo","Đường Hoàng Văn Thái, Phường Khương Trung, Thanh Xuân, Hà Nội",Nhà riêng,21.6,439.02,49.2,6.0,4.0,Có,Không có,5.0,4.7,,,,14/08/2025,Phường Khương Trung,Thanh Xuân
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-pham-van-dong-phuong-dong-ngac-prj-sunshine-city/ban-3-phong-ngu-toa-s4-105m2-co-2-ban-cong-dep-10-9-ty-view-san-golf-pr43778310,"Bán căn 3 phòng ngủ - Toà S4 Sunshine City, 104.3m2 có 2 ban công đẹp - 10,9 tỷ (view sân golf)","Dự án Sunshine City, Đường Phạm Văn Đồng, Phường Đông Ngạc, Bắc Từ Liêm, Hà Nội",Căn hộ chung cư,10.9,104.51,104.3,3.0,2.0,Có,Đầy đủ,,,,Tây - Bắc,Đông - Nam,13/08/2025,Phường Đông Ngạc,Bắc Từ Liêm
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-minh-khai-phuong-vinh-tuy-prj-times-city/cat-lo-300-800tr-chinh-chu-vinhomes-gui-danh-sach-ch-chuyen-nhuong-gia-re-nhat-pr38151266,Bán cắt lỗ 200-800tr/căn chính chủ - Vinhomes Times City gửi danh sách CH chuyển nhượng giá rẻ nhất,"Dự án Times City, Đường Minh Khai, Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội",Căn hộ chung cư,7.5,78.95,95.0,3.0,2.0,Có,Đầy đủ,,,,,Nam,06/08/2025,Phường Vĩnh Tuy,Hai Bà Trưng
https://batdongsan.com.vn/ban-can-ho-chung-cu-pho-lang-ha-phuong-thanh-cong-prj-the-nelson-private-residences/truc-tiep-cdt-29-quy-83-106m2-gia-tot-ck-cao-4-8-200tr-trong-tng-7-pr43447464,"Trực tiếp CĐT The Nelson 29 Láng Hạ. Quỹ căn 83m2 106m2 giá tốt CK cao 6,9% + 150tr trong tháng 8","The Nelson Private Residences, Số 9 ngõ 29, Phố Láng Hạ, Phường Thành Công, Ba Đình, Hà Nội",Căn hộ chung cư,13.9,131.13,106.0,3.0,2.0,Có,Đầy đủ,,,,,,08/08/2025,Phường Thành Công,Ba Đình
https://batdongsan.com.vn/ban-dat-duong-21-1-xa-co-dong/cat-lo-200-cu-khoai-so-voi-thi-truong-cho-lo-100m2-full-tho-cu-hoa-lac-sat-dhqg-gan-cnc-pr43782934,"Cắt lỗ 200 củ khoai so với thị trường cho lô đất 100m2 full thổ cư Hòa Lạc sát ĐHQG, gần CNC","Đường 21, Xã Cổ Đông, Sơn Tây, Hà Nội",Đất nền dự án,2.95,29.5,100.0,,,Có,Không có,,6.0,6.0,,,14/08/2025,Xã Cổ Đông,Sơn Tây
https://batdongsan.com.vn/ban-can-ho-chung-cu-xa-da-ton-prj-the-sapphire-2-vinhomes-ocean-park/-2n2wc-vinmes-tu-3-4x-ti-o-ngay-vay-18-thang-mien-lai-ky-truc-tiep-cdt-pr43596145,"CẬP NHẬT QUỸ CĂN ĐẸP NHẤT ZURICH, BEVERLY, LONDON, PARIS - ĐỦ TIỆN ÍCH NHẤT VINHOMES OCEAN PARK","Dự án The Sapphire 2 - Vinhomes Ocean Park, Xã Đa Tốn, Gia Lâm, Hà Nội",Căn hộ chung cư,3.6,57.14,63.0,2.0,2.0,Không,Đầy đủ,,,,,,06/08/2025,Xã Đa Tốn,Gia Lâm
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-xa-tan-hoi-7-prj-vinhomes-wonder-city/nhan-booking-chon-can-theo-nhu-cau-khach-hang-va-cam-ket-lay-dung-vi-tri-pr42250064,"Liền kề 96m2 giá 14,7 tỷ, dt 144m2 giá 21,5 tỷ, biệt thự 228m2 giá 35 tỷ. Mua nhà tặng xe Vinfat.","Dự án Vinhomes Wonder City, Xã Tân Hội, Đan Phượng, Hà Nội",Nhà biệt thự liền kề,14.3,149.0,96.0,,,Không,Không có,,8.0,,,,07/08/2025,Xã Tân Hội,Đan Phượng
https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-tay-mo-prj-the-sapphire-vinhomes-smart-city/chinh-chu-ban-t6-studio-1-7-ty-1pn-2-7ty-2pn-3-3ty-2pn-3-85ty-3pn-4-7ty-city-pr43432564,Chính chủ cần bán T7: Studio 1tỷ755; 1PN+ 2.84 tỷ; 2PN 3.365 tỷ; 2PN+ 4.2 tỷ; 3PN 4tỷ960 Smart City,"Dự án The Sapphire-Vinhomes Smart City, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội",Căn hộ chung cư,1.76,70.2,25.0,,,Không,Cơ bản,,,,,,09/08/2025,Phường Tây Mỗ,Nam Từ Liêm
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-truong-sa-xa-dong-hoi-prj-lumiere-prime-hills/quy-ngoai-giao-gia-98tr-m-ck-ngay-17-gtch-view-expo-sinh-loi-cao-pr43538441,Quỹ căn chung cư View Hồ (Studio - 1PN - 1PN+) tại tòa A1 Lumière Prime Hills. Chiết khấu ngay 18%,"Dự án Lumière Prime Hills, Đường Trường Sa, Xã Đông Hội, Đông Anh, Hà Nội",Căn hộ chung cư,4.21,98.0,43.0,2.0,2.0,Không,Cơ bản,,,,,,06/08/2025,Xã Đông Hội,Đông Anh
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-vo-chi-cong-phuong-phu-thuong-1-prj-khu-do-thi-nam-thang-long-ciputra/toi-chinh-chu-can-ban-song-lap-k-dt-180m2-xay-4-tang-mt-9m-truc-30m-vi-tri-dep-pr43782524,"Tôi chính chủ cần bán biệt thự song lâp, khu K,dt 180m2, xây 4 tầng,mt 9m trục đường 30m,vị trí đẹp","Ciputra Hà Nội, Đường Võ Chí Công, Phường Phú Thượng, Tây Hồ, Hà Nội",Nhà biệt thự liền kề,80.0,444.44,180.0,5.0,5.0,Có,Cơ bản,4.0,9.0,,,,14/08/2025,Phường Phú Thượng,Tây Hồ
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-xa-tan-hoi-7-prj-vinhomes-wonder-city/-dan-phuong-mo-ban-quy-can-96m2-chiet-khau-13-8-ho-tro-70-lai-suat-0-trong-24-thang-pr43689492,"VINHOMES ĐAN PHƯỢNG MỞ BÁN QUỸ CĂN 96M2 CHIẾT KHẤU 13,8% HỖ TRỢ 70% LÃI SUẤT 0% TRONG 24 THÁNG","Vinhomes Wonder City, Xã Tân Hội, Đan Phượng, Hà Nội",Nhà biệt thự liền kề,17.0,177.08,96.0,,,Không,Không có,,,,,,14/08/2025,Xã Tân Hội,Đan Phượng
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-32-xa-di-trach-prj-chung-cu-the-wisteria/cap-nhat-quy-chuyen-nhuong-gia-tot-nhat-thi-truong-cam-ket-khong-chao-ban-ao-pr43747140,CẬP NHẬT QUỸ CĂN CHUYỂN NHƯỢNG WISTERIA - GIÁ TỐT NHẤT THỊ TRƯỜNG - CAM KẾT KHÔNG CHÀO BÁN ẢO.,"Chung cư The Wisteria, 32, Di Trạch, Hoài Đức, Hà Nội",Căn hộ chung cư,5.8,69.88,83.0,2.0,2.0,Không,Cơ bản,,,,Đông - Bắc,Tây - Nam,10/08/2025,Di Trạch,Hoài Đức
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-xa-tan-hoi-7-prj-vinhomes-wonder-city/-san-vuon-song-lap-view-ho-cong-vien-chung-cu-gia-chi-tu-166tr-m2-cach-ho-tay-15p-pr43743289,"BIỆT THỰ SÂN VƯỜN VIEW HỒ, CÔNG VIÊN, CHUNG CƯ GIÁ CHỈ TỪ 166TR/M2 CÁCH HỒ TÂY 15P. QUỸ NGOẠI GIAO","Vinhomes Wonder City, Tân Hội, Đan Phượng, Hà Nội",Nhà biệt thự liền kề,38.0,166.67,228.0,,,Không,Không có,,,,,,09/08/2025,Tân Hội,Đan Phượng
